,jobTitles,company,salaryRange,Bonus,category+progLang,seniority,workLanguage,location,remote
528, Junior Fullstack PHP Developer , ESKOM IT Sp. z o.o. , 39.4k  CZK ,,"Fullstack, php", Junior ,Work language:angličtina, Wrocław • Remote • Wrocław  , Na dálku 
529, Remote Fullstack Ruby Developer , Global App Testing , 90.6k  - 149.2k  CZK ,,"Fullstack, ruby on rails"," Mid, Senior ",Work language:angličtina," Kraków, Cluj, London • Remote • Kraków , Wadowicka 7• Cluj • London , 90-92 Pentonville Rd ", Na dálku 
530, Junior Software Engineer , Swipe Technologies , 39.2k  - 49k  CZK , +30% ,"Fullstack, typescript", Junior ,Work language:angličtina, Budapest • Remote • Budapest  , Na dálku 
531, Junior Programista , NMI ERP Sp. z o.o. , 26.6k  - 42.6k  CZK ,,Fullstack, Junior ,"Work language:angličtina, polsky"," Kraków, Rzeszów • Remote • Kraków • Rzeszów  ", Na dálku 
532, Remote Typescript Developer , Bitclear AG , 84.1k  - 147.3k  CZK ,,"Fullstack, typescript"," Mid, Senior ","Work language:angličtina, polsky",, Na dálku 
533, Fullstack .NET Developer , TITIAN SOFTWARE POLAND sp. z o.o. , 55.9k  - 109.2k  CZK ,,"Fullstack, .net"," Mid, Senior ","Work language:angličtina, polsky"," Hybrid  +1 • Wrocław , ul. Grabiszyńska 241A ",
534, Senior Full-Stack Engineer (Node.js) , SendFriend Inc. , 159.9k  - 213.2k  CZK ,,"Fullstack, javascript", Senior ,"Work language:angličtina, polsky",, Na dálku 
535, Salesforce Lab , Deloitte Advisory , 22.3k  CZK ,,"Fullstack, javascript", Trainee ,Work language:angličtina,, Na dálku 
536, React / React Native developer (7378) , ITjobs.cz , 40k  - 80k  CZK ,,"Mobile, react", Mid ,"Work language:česky, angličtina", Brno • Remote • Brno  , Na dálku 
537, Flutter Developer , Neovia , 65k  - 110k  CZK ,,"Mobile, Flutter"," Mid, Senior ",Work language:česky, Hybrid  +1 • Praha  ,
538, IOS Developer , nextap solutions s.r.o. , 117.6k  - 184.8k  CZK ,,"Mobile, ios"," Mid, Senior ","Work language:česky, angličtina", Hybrid  +2 • Pardubice • Praha  ,
539, Android Developer , Consultech Recruitment Services s.r.o , 80k  - 110k  CZK ,,"Mobile, android"," Mid, Senior ",Work language:angličtina," Hybrid  +1 • Praha  60% on-site, 40% remotely  ",
540, Mobile Engineer , OAK'S LAB , 70k  - 140k  CZK ,,"Mobile, react", Mid ,Work language:česky," Prague, Old Town Square 604/14  (Po pandemi) • Prague , Old Town Square 604/14 ", Covid-time na dálku 
541, Senior Android Developer , Avast , 70k  - 90k  CZK , +50% ,"Mobile, android"," Mid, Senior ",Work language:," Prague, Brno  (Po pandemi) • Prague • Brno  ", Covid-time na dálku 
542, Senior IOS Developer , Avast , 80k  - 100k  CZK , +50% ,"Mobile, ios", Senior ,Work language:česky," Prague, Brno, bratislava  +1  (Po pandemi) • Prague • Brno • bratislava • zilina  ", Covid-time na dálku 
543, Android Developer ," Etnetera, a.s. ", 45k  - 80k  CZK ,,"Mobile, android", Mid ,Work language:česky," Hybrid  +1 • Praha , jankovcova 49 ",
544, IOS Developer ," Etnetera, a.s. ", 45k  - 80k  CZK ,,"Mobile, ios", Mid ,Work language:česky," Hybrid  +1 • Praha , jankovcova 49 ",
545, Senior Android Developer , Natek , 117.6k  - 140.7k  CZK ,,"Mobile, android", Senior ,Work language:angličtina, Hybrid  +1 • Prague  ,
546, Android Developer , Adastra.one , 2k  - 4k  CZK ,,"Mobile, android", Mid ,Work language:česky, Praha  (Po pandemi) • Praha  , Covid-time na dálku 
547, Flutter Developer - Czech Drone Startup , Dronetag , 60k  - 120k  CZK ,,"Mobile, Flutter"," Mid, Senior ","Work language:česky, angličtina"," Hybrid  +1 • Praha , Thákurova 7 ",
548, React Native Engineer , Kilo Health , 95.3k  - 188.1k  CZK ,,"Mobile, React Native", Senior ,Work language:angličtina," Vilnius, Kaunas, Klaipėda  +1 • Remote • Vilnius • Kaunas • Klaipėda • Berlin  ", Na dálku 
549, Remote Mid/Senior Flutter Developer , FutureHome , 85.2k  - 106.6k  CZK ,,"Mobile, Flutter"," Mid, Senior ","Work language:angličtina, polsky"," Kraków, Armii Krajowej 18 • Remote • Kraków , Armii Krajowej 18 ", Na dálku 
550, IOS Developer , HL Tech , 58.6k  - 85.2k  CZK ,,"Mobile, ios", Mid ,"Work language:angličtina, polsky"," Warsaw, Plac Europejski 1 • Remote • Warsaw , Plac Europejski 1 ", Na dálku 
551, IOS Developer , Shapr3D Zrt. , 91.5k  - 130.7k  CZK ,,"Mobile, ios"," Mid, Senior ","Work language:maďarsky, angličtina"," Hybrid  +1 • Budapest , Bajcsy-Zsilinszky út 12 80% on-site, 20% remotely  ",
552, Android Developer (Remote) , Better Soft Services , 63.9k  - 98.6k  CZK ,,"Mobile, android", Mid ,"Work language:angličtina, polsky"," Wrocław, Powstańców Śląskich 7a • Remote • Wrocław , Powstańców Śląskich 7a ", Na dálku 
553, Remote Android Developer , umlaut Sp. z o.o. , 57.2k  - 92.2k  CZK ,,"Mobile, android", Mid ,"Work language:polsky, angličtina"," Szczecin, Bydgoszcz, Łódź  +13 • Remote • Szczecin , Plac Brama Portowa 1• Bydgoszcz • Łódź • Rzeszów • Białystok • Kielce • Opole • Koszalin • Bielsko - Biała • Radom • Częstochowa • Kraków • Wrocław • Gdańsk • Poznań • Lublin  ", Na dálku 
554, Remote Android Developer (Senior/Expert) , umlaut Sp. z o.o. , 76.9k  - 147.6k  CZK ,,"Mobile, android"," Senior, Expert ","Work language:polsky, angličtina"," Szczecin, Bydgoszcz, Łódź  +13 • Remote • Szczecin , Plac Brama Portowa 1• Bydgoszcz • Łódź • Rzeszów • Białystok • Kielce • Opole • Koszalin • Bielsko - Biała • Radom • Częstochowa • Kraków • Wrocław • Gdańsk • Poznań • Lublin  ", Na dálku 
555, Android Developer , Citi Service Center , 53.3k  - 106.6k  CZK ,,"Mobile, android"," Mid, Senior ",Work language:angličtina," Hybrid  +1 • Warszawa , Grzybowska 60 40% on-site, 60% remotely  ",
556, Senior Android Developer , HL Tech , 103.9k  - 138.5k  CZK ,,"Mobile, android"," Senior, Expert ","Work language:polsky, angličtina"," Warszawa, Plac Europejski 1 • Remote • Warszawa , Plac Europejski 1 ", Na dálku 
557, Senior IOS Developer , GT , 119.3k  - 143.2k  CZK ,,"Mobile, ios", Senior ,Work language:angličtina, Kraków • Remote • Kraków  , Na dálku 
558, Senior iOS Developer (Remote/Hybrid) , Tango , 117.2k  - 127.9k  CZK ,,"Mobile, ios"," Mid, Senior ","Work language:angličtina, polsky"," Kraków, Krakusa 11 • Remote • Kraków , Krakusa 11 ", Na dálku 
559, Android Developer (Remote/Hybrid) , Tango , 58.6k  - 95.9k  CZK ,,"Mobile, android"," Mid, Senior ","Work language:polsky, angličtina"," Kraków, Krakusa 11 • Remote • Kraków , Krakusa 11 ", Na dálku 
560, iOS developer (100% zdalnie) , Webanywhere sp. z o.o. , 63.9k  - 85.2k  CZK ,,"Mobile, ios"," Mid, Senior ",Work language:polsky," Katowice, Żelazna 15 B • Remote • Katowice , Żelazna 15 B ", Na dálku 
561, React Native Developer , Startup Development House , 44.7k  - 89.5k  CZK ,,"Mobile, react", Mid ,"Work language:angličtina, polsky"," Warsaw, Aleja Niepodległości 124/23 • Remote • Warsaw , Aleja Niepodległości 124/23 ", Na dálku 
562, iOS Applications Developer , Qurate Retail Group Global Business Services sp. z o.o. , 71.9k  - 106.6k  CZK ,,"Mobile, ios", Mid ,Work language:angličtina, Kraków • Remote • Kraków  , Na dálku 
563, React Native Developer , Fabres Sp. z o. o. , 107.3k  - 143.1k  CZK ,,"Mobile, react native", Senior ,Work language:angličtina," Poznań, Małachowskiego 10 • Remote • Poznań , Małachowskiego 10 ", Na dálku 
564, UWP Developer (m/f/d) , PlanRadar , 109.7k  - 131.6k  CZK ,,Mobile," Mid, Senior ",Work language:angličtina," Hybrid  +1 • Vienna , Kärntner Ring 5-7 40% on-site, 60% remotely  ",
565, Remote IOS Developer , Edvantis , 59.6k  - 88.3k  CZK ,,"Mobile, ios", Mid ,"Work language:ukrajinsky, angličtina"," Lviv, Volodymyra Velykogo str., 2 • Remote • Lviv , Volodymyra Velykogo str., 2 ", Na dálku 
566, IOS Developer , Engenious.io , 143.2k  - 155.1k  CZK ,,"Mobile, ios"," Senior, Expert ",Work language:angličtina,, Na dálku 
567, Remote Senior Android Developer , ZipoApps , 95.4k  - 131.2k  CZK ,,"Mobile, android", Senior ,Work language:angličtina,, Na dálku 
568, Remote React Native Mobile Developer , Magnify Logistics , 95.4k  - 143.2k  CZK ,,"Mobile, React Native"," Mid, Senior ",Work language:angličtina,, Na dálku 
569, iOS Developer (Remote) , Better Soft Services , 63.9k  - 98.6k  CZK ,,"Mobile, ios", Mid ,"Work language:angličtina, polsky"," Wrocław, Powstańców Śląskich 7a • Remote • Wrocław , Powstańców Śląskich 7a ", Na dálku 
570, Clojure Mobile Developer , Agiliway , 119.3k  - 139.2k  CZK ,,Mobile, Mid ,Work language:ukrajinsky," Lviv, Chernivtsi, Kraków  +2 • Remote • Lviv • Chernivtsi • Ivano-Frankivsk • Kraków • Austin  ", Na dálku 
571, Android Developer , CSHARK Sp. z o.o. , 90.6k  - 125.2k  CZK ,,"Mobile, android"," Mid, Senior ","Work language:angličtina, polsky"," Wrocław, Katowice  +1 • Remote • Wrocław , Rynek 36/37• Katowice , Żeliwna 38, 1B• Bielsko - Biała , Mickiewicza 3/8 ", Na dálku 
572, Flutter Developer , DO OK , 58.6k  - 95.9k  CZK ,,"Mobile, Flutter", Mid ,Work language:angličtina," Wrocław, Skarbowców 23b • Remote • Wrocław , Skarbowców 23b ", Na dálku 
573, Junior React native Developer , ZenbitTech , 8.6k  - 15.6k  CZK ,,"Mobile, React Native", Junior ,Work language:ukrajinsky,, Na dálku 
574," iOS Engineer, AI Services (Edge ML) ", BRAINLY , 58.6k  - 101.2k  CZK ,,"Mobile, ios", Mid ,Work language:angličtina," Kraków, Zabłocie • Remote • Kraków , Zabłocie ", Na dálku 
575," iOS Engineer, AI Services (Edge ML) ", BRAINLY , 90.6k  - 138.5k  CZK ,,"Mobile, ios", Senior ,Work language:angličtina," Kraków, Zabłocie • Remote • Kraków , Zabłocie ", Na dálku 
576, Remote Flutter Developer , Better Soft Services , 31.9k  - 53.3k  CZK ,,"Mobile, FLUTTER", Junior ,"Work language:angličtina, polsky"," Wrocław, Powstańców Śląskich 7a • Remote • Wrocław , Powstańców Śląskich 7a ", Na dálku 
577, Junior IOS Developer , Better Soft Services , 31.9k  - 47.9k  CZK ,,"Mobile, ios", Junior ,"Work language:angličtina, polsky"," Wrocław, Powstańców Śląskich 7a • Remote • Wrocław , Powstańców Śląskich 7a ", Na dálku 
578, Experienced SW tester , Tesena , 40k  - 70k  CZK ,,"Testing, python", Mid ,Work language:česky," Prague, Budějovická 1550/15a  (Po pandemi) • Prague , Budějovická 1550/15a ", Covid-time na dálku 
579, QA Engineer (Manual or Automated) , Sourcein , 50k  - 100k  CZK ,,"Testing, selenium", Mid ,Work language:česky," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ", Covid-time na dálku 
580, QA Automation Engineer , Sourcein , 55k  - 110k  CZK ,,"Testing, sql"," Mid, Senior ",Work language:česky," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ", Covid-time na dálku 
581, QA Engineer , Sourcein , 55k  - 110k  CZK ,,"Testing, sql"," Mid, Senior ",Work language:česky," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ", Covid-time na dálku 
582, Test Engineer , PumpITup , 73.5k  - 84k  CZK ,,Testing," Mid, Senior ",Work language:česky, Hybrid  +1 • Praha  ,
583, Test Automation Engineer , Randstad HR Solutions s.r.o. , 50k  - 70k  CZK ,,"Testing, java", Mid ,"Work language:česky, angličtina"," Hybrid  +2 • Plzeň • Praha  60% on-site, 40% remotely  ",
584, QAC Engineer , OAK'S LAB , 45k  - 90k  CZK ,,"Testing, QAC", Mid ,Work language:česky," Prague, Old Town Square 604/14  (Po pandemi) • Prague , Old Town Square 604/14 ", Covid-time na dálku 
585, Junior Software Engineer/ka in QA , profiq s.r.o. , 30k  - 40k  CZK ,,Testing, Junior ,Work language:česky," Hybrid  +1 • Ostrava , Studentská 17 60% on-site, 40% remotely  ",
586, QA Analyst (all levels) , Bohemia Interactive Simulations , 35k  - 70k  CZK , +5% ,"Testing, testing", Mid ,Work language:angličtina," Prague, Pernerova 691/42  (Po pandemi) • Prague , Pernerova 691/42 ", Covid-time na dálku 
587, Automation tester HubConnector team , Tietoevry , 50k  - 60k  CZK ,,"Testing, .net", Mid ,"Work language:česky, angličtina"," Ostrava, Brno • Remote • Ostrava , 28. října 3346/91• Brno , Londýnské náměstí 400 ", Na dálku 
588, Graduate Analyst Tester , FNZ , 45k  - 80k  CZK ,,"Testing, sql", Junior ,Work language:angličtina," Hybrid  +1 • Brno , Rašínova 7 ",
589, Software Development Engineer Test , Intempt Technologies , 19k  - 35.8k  CZK ,,"Testing, selenium", Junior ,Work language:angličtina,, Na dálku 
590, Test / Systémový analytik ," Logex Solution Center, s.r.o. ", 35k  - 70k  CZK ,,"Testing, jira", Junior ,"Work language:česky, angličtina"," Hybrid  +1 • Brno , Nové sady 996/25 ",
591, QA Engineer , Seznam.cz , 35k  - 50k  CZK , +10% ,"Testing, javascript", Mid ,Work language:česky," Hybrid  +2 • Brno , Londýnské náměstí 2• Praha , Radlická 10 40% on-site, 60% remotely  ",
592, Junior tester aplikace a web rozhraní , Agerit s.r.o. , 30k  - 40k  CZK ,,"Testing, javascript", Junior ,Work language:česky," Hybrid  +1 • Rajhrad , Stará pošta 750 80% on-site, 20% remotely  ",
593, Senior Test Engineer , VSHosting s.r.o. , 60k  - 80k  CZK ,,Testing, Senior ,Work language:česky, Hybrid  +1 • Praha  ,
594, QA Engineer , Altersis Czech republic , 115.5k  - 147k  CZK ,,"Testing, java", Mid ,Work language:česky," Praha, Želetavská 1525/1  (Po pandemi) • Praha , Želetavská 1525/1 ", Covid-time na dálku 
595, Quality Assurance Engineer , Devix , 84k  - 105k  CZK ,,"Testing, java", Mid ,Work language:angličtina,, Na dálku 
596, Automation Architect , Workday , 120k  - 160k  CZK ,,"Testing, python", Expert ,Work language:, Prague  (Po pandemi) • Prague  , Covid-time na dálku 
597, Test Automation Engineer , Workday , 75k  - 110k  CZK ,,"Testing, python", Mid ,Work language:česky, Prague  (Po pandemi) • Prague  , Covid-time na dálku 
598, Automation Architect , Workday , 120k  - 160k  CZK ,,"Testing, python", Expert ,Work language:česky, Prague  (Po pandemi) • Prague  , Covid-time na dálku 
599, Software Engineer in Test , SentinelOne , 75k  - 150k  CZK ,,"Testing, python"," Mid, Senior ",Work language:angličtina," Prague, Brno • Remote • Prague , Karolinská 654/2• Brno , Holandská 2 ", Na dálku 
600, Java Developer , Thundersoft , 4.6k  - 9.3k  CZK ,,"Testing, android", Junior ,Work language:ukrajinsky,, Na dálku 
601, Software Engineer in Test , FLYR Poland sp. z o.o.  , 74.6k  - 103.9k  CZK ,,"Testing, javascript"," Mid, Senior ","Work language:angličtina, polsky"," Kraków, Dekerta 24 • Remote • Kraków , Dekerta 24 ", Na dálku 
602, Data QA Analyst , FLYR Poland sp. z o.o.  , 58.6k  - 85.2k  CZK ,,"Testing, sql", Mid ,"Work language:angličtina, polsky"," Hybrid  +1 • Kraków , Dekerta 24 ",
603, Test Engineer , G-Forces Web Management Polska , 42.6k  - 79.9k  CZK ,,"Testing, testing"," Mid, Senior ","Work language:angličtina, polsky"," Gdańsk, Trzy Lipy 3 • Remote • Gdańsk , Trzy Lipy 3 ", Na dálku 
604, System Integration Test Engineer , ADVA , 53.3k  - 74.6k  CZK ,,"Testing, Robot Framework", Mid ,"Work language:angličtina, polsky"," Hybrid  +3 • Gdynia , Łużycka 8C• Sopot • Gdańsk  ",
605, Automation QA with C# — EMS IT , Jabil , 59.6k  - 119.3k  CZK ,,"Testing, shell", Mid ,"Work language:ukrajinsky, angličtina",, Na dálku 
606, Quality Assurance Engineer , Hitachi Energy , 53.3k  - 79.9k  CZK , +10% ,"Testing, .net"," Mid, Senior ",Work language:angličtina," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
607, Senior QA Automation Engineer , UP42 , 135.8k  - 188.1k  CZK , +10% ,"Testing, selenium", Senior ,Work language:angličtina, Hybrid  +1 • Berlin  ,
608, QA Lead , LEOCODE , 76.7k  - 102.3k  CZK ,,"Testing, javascript", Mid ,"Work language:angličtina, polsky"," Katowice, Porcelanowa 23 • Remote • Katowice , Porcelanowa 23 ", Na dálku 
609, Test Automation Engineer , Storypoint , 107.4k  - 119.3k  CZK ,,"Testing, selenium"," Mid, Senior ","Work language:ukrajinsky, angličtina",, Na dálku 
610, Junior Test Engineer , SmokeD sp. zo.o. , 31.9k  - 58.6k  CZK ,,"Testing, jira", Junior ,"Work language:angličtina, polsky"," Hybrid  +1 • Warszawa , Łopuszańska 32 ",
611, Performance Test Engineer , Jabil , 83.5k  CZK ,,"Testing, C#", Mid ,"Work language:ukrajinsky, angličtina",, Na dálku 
612, Middle Java AQA Engineer (Remote) , Avenga , 69.2k  - 106.6k  CZK ,,"Testing, java", Mid ,Work language:angličtina, Kraków • Remote • Kraków  , Na dálku 
613, QA Engineer , Hitachi Energy , 58.6k  - 93.2k  CZK ,,"Testing, java"," Mid, Senior ",Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
614, Quality Assurance Engineer , Amartus Polska Sp. z o.o. , 47.9k  - 79.9k  CZK ,,"Testing, python", Mid ,"Work language:angličtina, polsky"," Kraków, Warszawa, Wrocław  +8 • Remote • Kraków , Wasilewskiego 20• Warszawa • Wrocław • Poznań • Gdańsk • Gdynia • Rzeszów • Poznań • Łódź • Częstochowa • Katowice  ", Na dálku 
615, QA Automation Engineer , VARTEQ , 66.8k  CZK ,,"Testing, javascript", Mid ,Work language:angličtina,, Na dálku 
616, Senior Automation QA Engineer (Remote) , OLSYS Ltd. , 71.6k  - 131.2k  CZK ,,"Testing, java", Senior ,Work language:angličtina,, Na dálku 
617, Remote Junior Manual Test Engineer , Ideamotive , 58.6k  - 74.6k  CZK ,,"Testing, sql", Junior ,"Work language:angličtina, polsky"," Warszawa, Stanisława Żaryna  • Remote • Warszawa , Stanisława Żaryna  ", Na dálku 
618, Senior Test Automation Engineer , ELEKS , 83.5k  - 131.2k  CZK ,,"Testing, .net", Senior ,"Work language:ukrajinsky, angličtina"," Kraków, Wrocław • Remote • Kraków • Wrocław  ", Na dálku 
619, Remote Mid/Senior Test Automation Engine , Meant4 Software , 42.6k  - 79.9k  CZK ,,"Testing, selenium"," Mid, Senior ",Work language:angličtina," Warszawa, 6B Aignera • Remote • Warszawa , 6B Aignera ", Na dálku 
620, Remote Automation Tester with JavaScript , Ideamotive , 95.9k  - 106.6k  CZK ,,"Testing, javascript", Junior ,"Work language:angličtina, polsky", Warszawa • Remote • Warszawa  , Na dálku 
621, Senior Web Application Tester , PCMI Corporation , 85.2k  - 106.6k  CZK ,,Testing, Senior ,"Work language:polsky, angličtina"," Kraków, Al. Jana Pawła II 39 A  • Remote • Kraków , Al. Jana Pawła II 39 A  ", Na dálku 
622, Web Application Tester , PCMI Corporation , 63.9k  - 85.2k  CZK ,,Testing, Mid ,"Work language:polsky, angličtina"," Kraków, Al. Jana Pawła II 39 A  • Remote • Kraków , Al. Jana Pawła II 39 A  ", Na dálku 
623, Remote Software Engineer in Test , INUITS , 82.6k  - 117.2k  CZK ,,"Testing, python", Senior ,Work language:angličtina," Kraków, Krupnicza • Remote • Kraków , Krupnicza ", Na dálku 
624, Remote QA Automation Engineer , INUITS , 80.5k  - 111.9k  CZK ,,"Testing, python", Mid ,Work language:angličtina," Kraków, Krupnicza • Remote • Kraków , Krupnicza ", Na dálku 
625, Strong Junior QA Automation Engineer , Global CRM Solution , 42.9k  - 59.6k  CZK ,,"Testing, java", Junior ,"Work language:ukrajinsky, rusky"," Sofia, ул. „Сребърна“ 14 • Remote • Sofia , ул. „Сребърна“ 14 ", Na dálku 
626, Sr Performance Engineer (Signing Bonus) , Jamf , 74.6k  - 103.9k  CZK ,,Testing, Senior ,Work language:angličtina, Katowice • Remote • Katowice  , Na dálku 
627, Junior Test Engineer , Swivl , 19k  CZK ,,Testing, Junior ,Work language:angličtina,, Na dálku 
628, Test Automation Engineer , Zoral , 14.9k  - 26.6k  CZK ,,"Testing, java", Mid ,Work language:angličtina,, Na dálku 
629, Remote Senior Python QA Engineer , SMTP , 83.5k  - 95.4k  CZK ,,"Testing, python", Senior ,"Work language:ukrajinsky, angličtina"," Kraków, Warszawa, Wrocław  +3 • Remote • Kraków • Warszawa • Wrocław • Poznań • Gdańsk • Szczecin  ", Na dálku 
630, QA Team Manager , AllSTARSIT , 155.1k  - 179k  CZK ,,"Testing, java", Senior ,Work language:angličtina, All Ukraine • Remote • All Ukraine  , Na dálku 
631, Test&Escalation Engineer , AllSTARSIT , 47.7k  - 95.4k  CZK ,,"Testing, python"," Mid, Senior ",Work language:angličtina, Kyiv • Remote • Kyiv  , Na dálku 
632, Test Automation Engineer , RMEDISON SP Z O.O. , 53.5k  - 107.3k  CZK ,,"Testing, selenium"," Mid, Senior ",Work language:polsky," Warsaw, Aleje Jerozolimskie • Remote • Warsaw , Aleje Jerozolimskie ", Na dálku 
633, Quality Assurance Engineer , Hitachi Energy , 58.6k  - 95.9k  CZK ,,"Testing, sql"," Mid, Senior ",Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
634, QA Engineer , Scalac , 63.9k  - 117.2k  CZK ,,Testing," Mid, Senior ","Work language:polsky, angličtina"," Gdańsk, Czesława Miłosza 9/9 • Remote • Gdańsk , Czesława Miłosza 9/9 ", Na dálku 
635, QA Lead Engineer , Webinterpret , 90.6k  - 122.6k  CZK ,,"Testing, python", Senior ,"Work language:angličtina, polsky"," Warsaw, Inflancka, 4A • Remote • Warsaw , Inflancka, 4A ", Na dálku 
636, Python Tester , Hitachi Energy , 42.6k  - 74.6k  CZK ,,"Testing, python"," Mid, Senior ",Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
637, Quality Assurance Expert , Hitachi ABB Power Grids , 53.3k  - 85.2k  CZK ,,"Testing, python", Senior ,Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
638, Regular/Senior QA Engineer , Scalac , 63.9k  - 117.2k  CZK ,,Testing," Mid, Senior ","Work language:polsky, angličtina"," Gdańsk, Czesława Miłosza 9/9 • Remote • Gdańsk , Czesława Miłosza 9/9 ", Na dálku 
639, QA Automation Engineer , Aviva Services , 79.9k  - 133.2k  CZK ,,"Testing, c#", Senior ,"Work language:polsky, angličtina"," Warszawa, Inflacka 4B • Remote • Warszawa , Inflacka 4B ", Na dálku 
640, Software Quality Engineer , Hitachi Energy , 53.3k  - 79.9k  CZK , +10% ,"Testing, python"," Mid, Senior ",Work language:angličtina," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
641, R&D Quality Engineer , Hitachi Energy , 63.9k  - 85.2k  CZK ,,"Testing, python"," Mid, Senior ",Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
642, Remote QA Engineer , Zonda , 69.2k  - 117.2k  CZK ,,Testing," Mid, Senior ","Work language:angličtina, polsky",, Na dálku 
643, Remote Manual Test Engineer with SQL , Ideamotive , 58.6k  - 69.2k  CZK ,,"Testing, sql", Junior ,"Work language:angličtina, polsky", Warszawa • Remote • Warszawa  , Na dálku 
644, C# Developer + WPF , Hitachi Energy , 74.6k  - 95.9k  CZK ,,"Testing, .net"," Mid, Senior ",Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
645, Remote Mid/Senior QA Engineer (AWS) , ClearScale , 100.2k  - 143.1k  CZK ,,"Testing, selenium", Senior ,Work language:angličtina," Warszawa, Kraków, Poznań  +2 • Remote • Warszawa • Kraków • Poznań • Gdańsk • Wrocław  ", Na dálku 
646, Remote Manual Test Engineer , Ideamotive , 58.6k  - 69.2k  CZK ,,"Testing, sql", Junior ,"Work language:angličtina, polsky", Warszawa • Remote • Warszawa  , Na dálku 
647, Manual QA Engineer | Full Remote , First Line Software , 71.6k  - 143.2k  CZK ,,"Testing, testing"," Mid, Senior ",Work language:angličtina," Prague, Budapest, Berlin  +2 • Remote • Prague • Budapest • Berlin • Vienna • Warszawa  ", Na dálku 
648, Middle/Senior QA - Data Analytics , Jabil , 95.4k  CZK ,,"Testing, sql", Senior ,"Work language:ukrajinsky, angličtina", Kharkiv • Remote • Kharkiv  , Na dálku 
649, Quality Assurance (Robot Framework) , Hitachi Energy , 42.6k  - 74.6k  CZK ,,"Testing, Robot Framework"," Mid, Senior ",Work language:angličtina," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
650, Senior Test Automation Engineer (Java) , Vodeno , 98.6k  - 122.6k  CZK ,,"Testing, java", Senior ,"Work language:angličtina, polsky"," Warsaw, Katowice • Remote • Warsaw , Dobra 40• Katowice , Żelazna 2 ", Na dálku 
651, Senior R&D Quality Engineer , Hitachi Energy , 74.6k  - 90.6k  CZK ,,"Testing, python", Senior ,Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
652, Software Developer C# , Hitachi Energy , 42.6k  - 74.6k  CZK ,,"Testing, C#"," Mid, Senior ",Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
653, Remote Automation Tester with JavaScript , Ideamotive , 95.9k  - 106.6k  CZK ,,"Testing, javascript", Junior ,"Work language:angličtina, polsky", Warszawa • Remote • Warszawa  , Na dálku 
654, Remote Manual Test Engineer , Ideamotive , 58.6k  - 74.6k  CZK ,,"Testing, jira", Junior ,"Work language:angličtina, polsky", Warszawa • Remote • Warszawa  , Na dálku 
655, Remote Manual Test Engineer , Ideamotive , 58.6k  - 69.2k  CZK ,,"Testing, sql", Junior ,"Work language:angličtina, polsky", Warszawa • Remote • Warszawa  , Na dálku 
656, Cloud Site Development Engineer , Consultech Recruitment Services s.r.o , 75k  - 85k  CZK ,,"DevOps, Azure", Senior ,Work language:," Hybrid  +1 • Prague  80% on-site, 20% remotely  ",
657, DevOps Engineer (7608) , ITjobs.cz , 80k  - 110k  CZK ,,"DevOps, Kubernetes"," Mid, Senior ","Work language:česky, angličtina", Brno • Brno  ,
658, DevOps Engineer , Yieldigo , 60k  - 100k  CZK ,,"DevOps, .net"," Mid, Senior ","Work language:česky, angličtina"," Hybrid  +1 • Praha , Jungmannova 34 ",
659, DevOps Engineer , Quantlane , 90k  - 150k  CZK ,,"DevOps, python", Mid ,Work language:česky," Hybrid  +1 • Praha , Náměstí Republiky 1079/1a ",
660, DevOps Engineer , SABO Mobile IT , 70k  - 90k  CZK ,,"DevOps, linux"," Mid, Senior ","Work language:angličtina, česky", Hybrid  +2 • Prague • Olomouc  ,
661, DevOps Admin wanted! 🚀💪 , Prague Labs s.r.o. , 50k  - 94k  CZK ,,"DevOps, .net"," Mid, Senior ",Work language:česky, Prague • Remote • Prague  , Na dálku 
662, Junior DevTools Developer , Kentico , 50k  CZK ,,DevOps, Junior ,Work language:česky, Hybrid  +1 • Brno  ,
